user_id,LastPurchaseDate,PurchaseFrequency,TotalSpent
4401,2022-12-05 07:06:00.000000 UTC,1,218.8999996
4419,2022-04-09 11:06:00.000000 UTC,1,143.9499998
4465,2023-04-05 07:09:00.000000 UTC,1,25.98999977
4479,2023-07-20 09:12:00.000000 UTC,1,75.98999786
4543,2021-12-23 15:04:00.000000 UTC,1,68
4572,2020-03-29 02:42:00.000000 UTC,1,6.989999771
4589,2023-12-19 16:55:00.000000 UTC,1,195
4651,2023-08-22 15:51:00.000000 UTC,1,38.35999966
4741,2023-03-01 17:05:00.000000 UTC,1,94
4809,2022-01-25 17:35:00.000000 UTC,1,23
4870,2022-10-02 18:26:00.000000 UTC,1,106
4892,2023-06-11 10:49:00.000000 UTC,1,5.989999771
4936,2022-03-18 09:55:00.000000 UTC,1,99
4945,2024-03-11 03:03:19.836340 UTC,1,198
4950,2024-01-25 16:38:00.000000 UTC,1,19.98999977
4964,2023-01-30 01:32:00.000000 UTC,1,82
5014,2023-11-24 07:44:00.000000 UTC,1,350
5106,2024-03-10 06:58:24.724256 UTC,1,71.98999977
5133,2023-10-26 14:07:00.000000 UTC,1,99
5139,2022-05-07 06:19:00.000000 UTC,1,66.99000168
5140,2023-06-15 01:08:00.000000 UTC,1,174.9699993
5155,2024-02-06 11:29:00.000000 UTC,1,49.99000168
5161,2023-07-29 12:48:00.000000 UTC,1,169
5200,2022-08-16 12:09:00.000000 UTC,1,48
5206,2022-11-14 03:29:00.000000 UTC,1,69.5
5214,2023-07-05 17:30:00.000000 UTC,1,52.99000168
5215,2022-05-16 16:03:00.000000 UTC,1,157.5
5223,2021-08-23 10:38:00.000000 UTC,1,4.949999809
5252,2022-01-15 07:32:00.000000 UTC,1,21
5267,2023-11-27 11:39:00.000000 UTC,1,95.88000107
5280,2023-08-01 02:10:00.000000 UTC,1,78
5290,2020-04-25 07:46:00.000000 UTC,1,74.98999786
5310,2021-12-13 14:05:00.000000 UTC,1,138.4700012
5322,2023-07-02 14:06:00.000000 UTC,1,146.5
5324,2022-03-05 00:27:00.000000 UTC,1,29.93000031
5493,2023-06-02 05:04:00.000000 UTC,1,10.38000011
5499,2024-02-20 02:24:00.000000 UTC,1,178.6299973
5509,2022-03-28 14:23:00.000000 UTC,1,115.4099998
5534,2021-07-28 06:08:00.000000 UTC,1,49
5554,2024-03-13 04:51:38.724776 UTC,1,164.9499969
5555,2024-03-08 10:14:38.756098 UTC,1,16.98999977
5558,2023-01-05 15:36:00.000000 UTC,1,36.99000168
5560,2022-12-20 00:02:00.000000 UTC,1,47.98999977
5568,2023-12-16 15:39:00.000000 UTC,1,29.73999977
5595,2020-05-24 04:22:00.000000 UTC,1,408.4300022
5599,2021-09-03 11:50:00.000000 UTC,1,12
5610,2023-12-09 09:58:00.000000 UTC,1,24
5654,2024-02-27 16:50:00.000000 UTC,1,35.00999832
5719,2020-08-19 15:55:00.000000 UTC,1,27.45000076
5730,2022-07-23 00:38:00.000000 UTC,1,56.97999954
5810,2022-03-14 06:10:00.000000 UTC,1,105.5599976
5827,2022-05-28 10:29:00.000000 UTC,1,49.99000168
5835,2024-01-21 01:29:00.000000 UTC,1,158
5889,2024-03-10 06:21:00.000000 UTC,1,63.98000145
5958,2023-11-09 04:46:00.000000 UTC,1,17.5
5982,2023-05-02 10:18:00.000000 UTC,1,34.65999985
6006,2023-05-04 10:22:00.000000 UTC,1,151.1999969
6036,2022-10-18 03:27:00.000000 UTC,1,383.9499969
6059,2023-07-16 12:13:00.000000 UTC,1,11.27999973
6071,2022-03-17 04:36:00.000000 UTC,1,128
6083,2023-02-15 13:38:00.000000 UTC,1,62
6122,2023-08-21 05:46:00.000000 UTC,1,17.48999977
6153,2020-07-01 17:29:00.000000 UTC,1,98
6169,2021-08-11 01:34:00.000000 UTC,1,22.98999977
6175,2023-04-15 09:53:00.000000 UTC,1,50
6178,2023-12-27 06:44:00.000000 UTC,1,11
6193,2023-12-25 06:24:00.000000 UTC,1,8
6195,2023-11-22 04:45:00.000000 UTC,1,12.98999977
6218,2020-03-05 17:25:00.000000 UTC,1,18.47999954
6219,2020-08-27 08:15:00.000000 UTC,1,15.94999981
6259,2023-02-03 17:51:00.000000 UTC,1,28
6265,2024-02-23 03:50:00.000000 UTC,1,53.27000046
6274,2023-03-25 09:39:00.000000 UTC,1,90
6355,2020-03-22 04:42:00.000000 UTC,1,25
6466,2023-10-09 01:55:00.000000 UTC,1,14.98999977
6474,2023-10-03 17:51:00.000000 UTC,1,16.5
6502,2024-03-11 08:30:07.878377 UTC,1,90
6563,2020-07-21 18:42:00.000000 UTC,1,14.05000019
6576,2023-01-02 15:30:00.000000 UTC,1,76
6607,2024-02-29 06:33:00.000000 UTC,1,149
6615,2022-12-18 05:19:00.000000 UTC,1,27.95000076
6633,2024-02-12 16:55:00.000000 UTC,1,33
6636,2023-04-26 00:04:00.000000 UTC,1,65.98999977
6649,2024-03-05 10:20:00.000000 UTC,1,34
6670,2022-09-12 04:37:00.000000 UTC,1,18.95000076
6705,2024-02-08 08:54:00.000000 UTC,1,15.89999962
6752,2021-06-23 03:17:00.000000 UTC,1,54.99000168
6768,2023-01-03 03:08:00.000000 UTC,1,110.5499992
6920,2024-01-19 00:30:00.000000 UTC,1,7.019999981
6922,2023-08-23 02:20:00.000000 UTC,1,54
6950,2022-04-28 09:57:00.000000 UTC,1,111.3300018
7010,2023-01-10 15:12:00.000000 UTC,1,64.5
7029,2021-11-07 09:52:00.000000 UTC,1,24
7055,2022-01-28 08:14:00.000000 UTC,1,29.98999977
7158,2024-03-11 10:29:37.417951 UTC,1,128
7176,2024-02-26 06:40:00.000000 UTC,1,79.5
7183,2021-04-25 10:22:00.000000 UTC,1,40
7208,2021-09-07 15:55:00.000000 UTC,1,3.900000095
7217,2022-01-13 06:26:00.000000 UTC,1,54
7219,2024-02-13 07:01:00.000000 UTC,1,268.9499969
7265,2023-08-29 11:42:00.000000 UTC,1,115
7277,2022-12-10 05:12:00.000000 UTC,1,45.95000076
7279,2023-12-16 18:00:00.000000 UTC,1,9.390000343
7289,2024-03-11 08:45:41.426539 UTC,1,57.47999954
7292,2020-12-07 04:13:00.000000 UTC,1,14.98999977
7296,2020-12-05 06:12:00.000000 UTC,1,45
7348,2024-01-02 07:19:00.000000 UTC,1,22.5
7352,2023-01-17 03:06:00.000000 UTC,1,193.9499969
7387,2023-10-07 13:10:00.000000 UTC,1,65
7453,2022-09-26 18:05:00.000000 UTC,1,37.49000168
7467,2023-08-03 18:45:00.000000 UTC,1,198
7471,2023-12-28 16:22:00.000000 UTC,1,204.9800053
7542,2021-06-28 06:14:00.000000 UTC,1,70
7682,2022-06-23 00:03:00.000000 UTC,1,94.88999748
7732,2021-02-15 00:53:00.000000 UTC,1,38
7821,2024-03-11 12:37:57.757039 UTC,1,79
7835,2022-08-13 07:24:00.000000 UTC,1,49.98999977
7896,2023-06-18 03:56:00.000000 UTC,1,51.47000027
7913,2023-07-28 16:26:00.000000 UTC,1,28.98999977
7916,2024-02-19 06:52:00.000000 UTC,1,32
7930,2023-07-14 13:25:00.000000 UTC,1,214.9899979
7956,2023-11-05 12:41:00.000000 UTC,1,120
7970,2023-05-21 04:50:00.000000 UTC,1,29.95000076
8031,2023-10-05 09:23:00.000000 UTC,1,83.34000015
8041,2023-12-30 17:58:00.000000 UTC,1,42
8059,2022-03-21 18:23:00.000000 UTC,1,15
8061,2020-02-06 12:06:00.000000 UTC,1,89.98999786
8121,2023-03-15 05:11:00.000000 UTC,1,7.519999981
8128,2022-03-14 06:07:00.000000 UTC,1,29.98999977
8165,2022-05-11 09:12:00.000000 UTC,1,22.5
8178,2023-12-31 00:38:00.000000 UTC,1,165.1900034
8203,2020-12-21 12:10:00.000000 UTC,1,107.29
8314,2020-11-05 02:08:00.000000 UTC,1,55
8315,2023-08-08 11:35:00.000000 UTC,1,99
8319,2023-12-18 18:08:00.000000 UTC,1,52.99000168
8350,2023-04-27 08:02:00.000000 UTC,1,19.98999977
8361,2021-09-13 08:41:00.000000 UTC,1,14
8429,2023-10-10 04:29:00.000000 UTC,1,106.9800034
8475,2022-11-16 09:24:00.000000 UTC,1,34.41999817
8482,2023-08-10 09:49:00.000000 UTC,1,36
8530,2023-07-28 14:02:00.000000 UTC,1,69.98999786
8548,2023-02-15 11:02:00.000000 UTC,1,43.99000168
8549,2022-05-19 07:22:00.000000 UTC,1,46.98000145
8560,2022-08-02 02:22:00.000000 UTC,1,32.99000168
8691,2023-07-15 01:26:00.000000 UTC,1,35.99000168
8714,2020-01-27 06:42:00.000000 UTC,1,30
8728,2021-03-11 15:56:00.000000 UTC,1,167
8738,2021-10-21 04:20:00.000000 UTC,1,118.9699993
8822,2022-07-15 14:57:00.000000 UTC,1,93
8861,2023-08-29 04:45:00.000000 UTC,1,79.12000275
8916,2023-09-19 16:28:00.000000 UTC,1,202.9900017
8951,2024-03-11 11:50:32.513132 UTC,1,68.23000336
8991,2022-08-09 08:32:00.000000 UTC,1,41.45000076
9003,2023-10-18 04:00:00.000000 UTC,1,15
9052,2023-05-01 00:13:00.000000 UTC,1,127.25
9080,2023-06-29 16:56:00.000000 UTC,1,55.99000168
9098,2021-12-17 16:21:00.000000 UTC,1,57.92000008
9108,2020-06-29 07:45:00.000000 UTC,1,159
9124,2023-11-26 16:32:00.000000 UTC,1,92
9127,2021-07-03 01:20:00.000000 UTC,1,191.5
9136,2021-09-29 05:32:00.000000 UTC,1,160.9600029
9138,2022-09-15 15:02:00.000000 UTC,1,99.98999786
9145,2024-02-22 02:25:00.000000 UTC,1,32.97999954
9157,2022-10-27 17:09:00.000000 UTC,1,141.9899979
9182,2023-11-30 14:24:00.000000 UTC,1,137
9190,2022-12-19 07:58:00.000000 UTC,1,99.73000336
9192,2023-02-18 16:26:00.000000 UTC,1,42
9210,2021-11-16 13:55:00.000000 UTC,1,85.73999786
9216,2024-01-24 04:03:00.000000 UTC,1,128
9226,2023-08-05 04:39:00.000000 UTC,1,22.5
9259,2022-08-10 16:05:00.000000 UTC,1,24.95000076
9284,2024-03-11 10:12:42.796873 UTC,1,16.98999977
9340,2021-04-07 10:13:00.000000 UTC,1,64
9343,2023-03-27 06:45:00.000000 UTC,1,90
9410,2024-03-04 02:00:00.000000 UTC,1,319.9899902
9438,2023-05-15 06:02:00.000000 UTC,1,82
9468,2024-02-28 11:27:00.000000 UTC,1,7.449999809
9525,2023-01-23 14:50:00.000000 UTC,1,61.94000053
9579,2023-11-01 08:21:00.000000 UTC,1,230
9601,2023-10-12 09:51:00.000000 UTC,1,27.95000076
9628,2024-02-16 18:23:00.000000 UTC,1,60
9639,2023-11-23 08:11:00.000000 UTC,1,21
9653,2024-01-27 07:27:00.000000 UTC,1,75.94000244
9721,2023-10-14 11:47:00.000000 UTC,1,13.18000031
9740,2023-11-10 15:22:00.000000 UTC,1,61.37999916
9745,2023-04-12 01:10:00.000000 UTC,1,6.789999962
9784,2023-10-06 05:58:00.000000 UTC,1,13
9895,2024-01-31 12:12:00.000000 UTC,1,125
9951,2024-01-04 06:09:00.000000 UTC,1,79.98999977
10000,2023-09-19 04:18:00.000000 UTC,1,103.4800014
10010,2023-09-13 15:25:00.000000 UTC,1,34.99000168
10029,2019-03-09 08:20:00.000000 UTC,1,25
10067,2024-01-05 07:08:00.000000 UTC,1,89.98999786
10145,2021-02-04 10:55:00.000000 UTC,1,142
10156,2021-10-24 17:08:00.000000 UTC,1,74.19000053
10182,2024-02-15 00:24:00.000000 UTC,1,29.98999977
10204,2023-12-01 10:30:00.000000 UTC,1,69.14999962
10205,2024-01-04 04:57:00.000000 UTC,1,24.98999977
10252,2023-10-02 00:52:00.000000 UTC,1,10.98999977
10259,2022-08-24 09:41:00.000000 UTC,1,49
10283,2023-03-29 18:18:00.000000 UTC,1,36
10323,2020-05-05 12:30:00.000000 UTC,1,77.65000153
10488,2022-04-16 10:28:00.000000 UTC,1,84
10518,2022-02-18 04:27:00.000000 UTC,1,158
10584,2023-10-15 11:13:00.000000 UTC,1,68
10609,2022-12-13 09:19:00.000000 UTC,1,84
10613,2022-04-05 07:39:00.000000 UTC,1,28
10762,2023-09-16 05:51:00.000000 UTC,1,10.77999973
10799,2024-03-09 15:57:00.000000 UTC,1,275
10823,2021-10-21 10:59:00.000000 UTC,1,22.98999977
10826,2023-12-28 18:00:00.000000 UTC,1,138.119997
10866,2023-10-05 03:03:00.000000 UTC,1,102
10867,2023-05-15 03:58:00.000000 UTC,1,20
10909,2021-07-04 05:29:00.000000 UTC,1,44.95000076
10956,2022-07-11 16:01:00.000000 UTC,1,60
10975,2021-05-29 08:55:00.000000 UTC,1,25
10987,2023-10-16 01:47:00.000000 UTC,1,6.650000095
10998,2020-10-28 05:59:00.000000 UTC,1,71.47000122
11003,2024-01-31 14:55:00.000000 UTC,1,99.5
11004,2024-03-09 09:39:00.000000 UTC,1,179.9900017
11083,2023-10-26 09:22:00.000000 UTC,1,221.8899994
11098,2023-07-28 13:41:00.000000 UTC,1,48
11127,2021-09-21 11:06:00.000000 UTC,1,44.99000168
11191,2023-10-14 15:42:00.000000 UTC,1,217.9899998
11197,2022-08-19 06:57:00.000000 UTC,1,46
11214,2022-08-23 06:30:00.000000 UTC,1,64.34999847
11226,2024-01-24 09:48:00.000000 UTC,1,110
11257,2020-10-26 01:08:00.000000 UTC,1,61.75
11274,2024-01-01 05:31:00.000000 UTC,1,293.8499985
11293,2023-10-20 12:50:00.000000 UTC,1,153.7999973
11328,2024-02-06 01:51:00.000000 UTC,1,59.36999893
11336,2023-05-30 18:15:00.000000 UTC,1,25
11368,2024-03-11 11:05:47.576321 UTC,1,24.98999977
11501,2023-07-28 09:18:00.000000 UTC,1,66.16999817
11521,2022-07-19 09:56:00.000000 UTC,1,50.78999901
11536,2019-08-01 11:36:00.000000 UTC,1,24.98999977
11544,2023-01-20 03:48:00.000000 UTC,1,23
11549,2023-03-07 04:21:00.000000 UTC,1,69.98999786
11553,2021-02-27 02:22:00.000000 UTC,1,136.4499998
11571,2023-12-28 02:37:00.000000 UTC,1,64
11584,2023-12-30 12:26:00.000000 UTC,1,24.5
11602,2022-05-30 08:52:00.000000 UTC,1,50
11670,2023-12-24 18:55:00.000000 UTC,1,37.99000168
11696,2020-07-15 16:42:00.000000 UTC,1,85.99000168
11733,2020-10-22 03:42:00.000000 UTC,1,19
11775,2022-05-04 07:49:00.000000 UTC,1,25
11820,2024-02-20 16:56:00.000000 UTC,1,49.98999977
11859,2024-02-21 11:33:00.000000 UTC,1,13.22999954
11896,2021-11-30 10:57:00.000000 UTC,1,91.74000168
11922,2022-06-26 16:31:00.000000 UTC,1,34.99000168
11924,2023-09-19 01:52:00.000000 UTC,1,11.14000034
11933,2023-09-19 14:27:00.000000 UTC,1,14.89999962
11939,2024-02-28 13:58:00.000000 UTC,1,67.36999989
12006,2019-10-15 13:50:00.000000 UTC,1,13.98999977
12029,2022-09-15 01:42:00.000000 UTC,1,120
12038,2021-06-27 16:45:00.000000 UTC,1,25
12045,2023-03-10 11:40:00.000000 UTC,1,27.98999977
12087,2022-03-07 08:03:00.000000 UTC,1,7.989999771
12114,2021-12-23 16:13:00.000000 UTC,1,16.98999977
12127,2023-04-12 07:12:00.000000 UTC,1,34.99000168
12178,2023-02-23 06:34:00.000000 UTC,1,33.15000153
12203,2024-01-18 06:20:00.000000 UTC,1,39
12223,2020-12-16 15:32:00.000000 UTC,1,44.99000168
12285,2022-09-26 00:09:00.000000 UTC,1,225.6100001
12344,2022-09-13 05:37:00.000000 UTC,1,234.9399967
12363,2023-04-26 14:59:00.000000 UTC,1,22.97999954
12445,2024-01-27 00:46:00.000000 UTC,1,48
12468,2024-01-15 08:22:00.000000 UTC,1,62.86000156
12477,2022-07-08 12:05:00.000000 UTC,1,37.79999924
12488,2022-04-11 13:36:00.000000 UTC,1,38
12504,2023-10-08 02:56:00.000000 UTC,1,392
12575,2023-12-03 02:53:00.000000 UTC,1,197.5
12581,2023-10-02 13:18:00.000000 UTC,1,59.99000168
12599,2024-03-08 11:02:00.000000 UTC,1,90.37000299
12629,2019-10-02 05:20:00.000000 UTC,1,149
12681,2023-05-20 18:33:00.000000 UTC,1,23.76000023
12700,2020-01-20 17:35:00.000000 UTC,1,28
12743,2023-10-26 00:55:00.000000 UTC,1,42
12765,2024-02-07 04:54:00.000000 UTC,1,216
12801,2021-02-23 04:36:00.000000 UTC,1,39.5
12834,2023-08-04 09:37:00.000000 UTC,1,14.94999981
12855,2020-02-25 14:51:00.000000 UTC,1,89.5
12866,2021-10-19 18:54:00.000000 UTC,1,37.99000168
12879,2021-11-10 10:44:00.000000 UTC,1,33.52999878
12892,2023-05-15 18:31:00.000000 UTC,1,178
12983,2023-10-16 12:41:00.000000 UTC,1,55.5
13085,2024-03-06 10:26:00.000000 UTC,1,24.98999977
13101,2023-10-31 13:01:00.000000 UTC,1,10.10999966
13130,2021-01-21 07:09:00.000000 UTC,1,17
13146,2023-07-04 17:38:00.000000 UTC,1,80
13170,2023-12-15 16:32:00.000000 UTC,1,25
13177,2023-03-28 11:34:00.000000 UTC,1,125
13246,2023-08-11 18:07:00.000000 UTC,1,15
13254,2024-01-24 07:48:00.000000 UTC,1,40
13262,2019-09-29 03:04:00.000000 UTC,1,61.98999977
13263,2022-08-10 12:27:00.000000 UTC,1,34
13293,2022-12-11 14:16:00.000000 UTC,1,58.79999924
13338,2019-08-16 00:25:00.000000 UTC,1,315.9900017
13379,2022-12-15 02:20:00.000000 UTC,1,25
13382,2023-07-18 05:57:00.000000 UTC,1,24.98999977
13592,2022-09-23 06:23:00.000000 UTC,1,26.98999977
13624,2023-11-28 06:27:00.000000 UTC,1,7.519999981
13627,2023-03-16 08:55:00.000000 UTC,1,84
13630,2023-11-19 18:41:00.000000 UTC,1,60.99000168
13694,2024-02-11 04:07:00.000000 UTC,1,77.89999676
13707,2024-03-09 07:22:02.340291 UTC,1,9.989999771
13708,2021-03-19 04:09:00.000000 UTC,1,94
13735,2022-08-05 18:22:00.000000 UTC,1,71.98999977
13741,2023-02-10 13:00:00.000000 UTC,1,61.94000053
13764,2023-02-08 15:22:00.000000 UTC,1,38
13770,2023-01-19 12:06:00.000000 UTC,1,158
13812,2020-08-21 00:01:00.000000 UTC,1,178
13828,2023-07-01 12:26:00.000000 UTC,1,250.6900024
13927,2023-07-21 01:29:00.000000 UTC,1,79.27999878
13976,2022-11-29 06:00:00.000000 UTC,1,169.9800014
14015,2021-10-20 00:59:00.000000 UTC,1,111.9399977
14018,2023-11-25 16:26:00.000000 UTC,1,290.0099945
14032,2023-12-07 16:42:00.000000 UTC,1,100
14052,2023-12-30 05:01:00.000000 UTC,1,84.98999786
14120,2023-07-01 17:51:00.000000 UTC,1,74
14161,2024-01-07 07:29:00.000000 UTC,1,19.98999977
14168,2024-03-04 12:39:00.000000 UTC,1,48
14174,2022-11-15 10:02:00.000000 UTC,1,103.2999973
14216,2022-06-22 05:29:00.000000 UTC,1,54.99000168
14242,2024-03-10 01:02:00.000000 UTC,1,17.75
